ID;Name;Sub_ID;Sub_Name;Field_ID;Field_Name;Domain_ID;Domain_Name;Keywords_1;Keywords_2;Keywords_3;Keywords_4;Keywords_5;Keywords_6;Keywords_7;Keywords_8;Keywords_9;Keywords_10
T13446;Effects of D-Galactose on Aging and Neurodegeneration;2804;Cellular and Molecular Neuroscience;28;Neuroscience;1;Life Sciences;D-Galactose;Aging;Neurodegeneration;Oxidative Stress;Memory Impairment;Antioxidant;Portulaca Oleracea;Cognitive Dysfunction;Neuroprotective Effects;Inflammation
T13209;Piezonuclear Reactions in Earth's Crust and Laboratory Experiments;1906;Geochemistry and Petrology;19;Earth and Planetary Sciences;3;Physical Sciences;Piezonuclear Reactions;Neutron Emissions;Shroud of Turin;Deep Learning;Nuclear Fusion;Correlated States;Pill Recognition;Low Energy Nuclear Reactions;Deuterium Permeation;Electromagnetic Emissions
T14254;Innovations in Visual Communication Design and Technology;1704;Computer Graphics and Computer-Aided Design;17;Computer Science;3;Physical Sciences;Visual Communication Design;Digital Media Technology;Artificial Intelligence;Interactive Design;Animation;Human-Computer Interaction;Virtual Reality;Multimedia Technology;Color Research;Graphic Design
T13314;Kikuchi-Fujimoto Disease Analysis and Management;2746;Surgery;27;Medicine;4;Health Sciences;Kikuchi-Fujimoto Disease;Lymphadenopathy;COVID-19 Vaccine;Pediatric;Diagnosis;Management;Fine Needle Aspiration Biopsy;Systemic Lupus Erythematosus;Histiocytic Necrotizing Lymphadenitis;FDG PET/CT
T13371;Optimization of Weapon-Target Assignment Problems;2202;Aerospace Engineering;22;Engineering;3;Physical Sciences;Weapon-Target Assignment;Optimization;Dynamic;Heuristic Algorithms;Game Theoretic Modeling;Missile Defense;Threat Evaluation;Ant Colony Optimization;Genetic Algorithms;Lanchester Models
T13729;Assessment of Rural Sustainable Development Potentialities;2308;Management, Monitoring, Policy and Law;23;Environmental Science;3;Physical Sciences;Rural Sustainable Development;Housing Market;Community Planning;Residential Mobility;Urban Regeneration;Environmental Satisfaction;Mountain Village Development;Public Housing Critique;Regional Resilience;Social Economic Promotion
T14230;Impact of Occupational Licensing on Labor Market;2002;Economics and Econometrics;20;Economics, Econometrics and Finance;2;Social Sciences;Occupational Licensing;Labor Market;Regulation;Professional Certification;Economic Outcomes;Immigrants;Quality of Work;Barriers to Entry;Wage Effects;Healthcare Regulation
T13929;Factors Affecting Academic Performance in Higher Education;3304;Education;33;Social Sciences;2;Social Sciences;Academic Performance;Higher Education;Student Satisfaction;Educational Quality;Dropout Rate;Learning Habits;Socioeconomic Factors;Student Motivation;Cognitive Functioning;Educational Research
T14192;History and Practice of Literary Journalism;1208;Literature and Literary Theory;12;Arts and Humanities;2;Social Sciences;Literary Journalism;Narrative Form;Empathy;Media Culture;Stanley Kubrick;Cinematic Narrative;American Literature;Journalistic Ethics;Cultural History;Global Journalism
T13278;Sustainable Development and Economic Management;2002;Economics and Econometrics;20;Economics, Econometrics and Finance;2;Social Sciences;Sustainable Development;Resource Efficiency;Green Economy;Innovation Culture;Environmental Management;Global Value Chain;Renewable Energy Sources;Artificial Intelligence;Economic Security;Agricultural Enterprises
T13846;Health Benefits of Mangiferin;2707;Complementary and alternative medicine;27;Medicine;4;Health Sciences;Mangiferin;Antioxidant;Anti-inflammatory;Diabetes;Obesity;Cancer;Neuroprotection;Hepatoprotective;Anticancer;Pharmacokinetics
T12470;Haitian and Caribbean Cultural Studies;1212;Religious studies;12;Arts and Humanities;2;Social Sciences;Haiti;Caribbean;Colonialism;Race;Diaspora;Vodou;Postcolonialism;Literature;Identity;Sociopolitical
T13321;Podcasting and Audio Storytelling;3315;Communication;33;Social Sciences;2;Social Sciences;Podcasting;Audio Storytelling;Radio Revival;True Crime;Digital Publishing;Social Media;Motivations;Journalism;User Engagement;Media Consumption
T13664;Genomic Rearrangements in Evolutionary Biology;1311;Genetics;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Genomic Rearrangements;Evolutionary Genomics;Ancestral Genome Reconstruction;Comparative Genomics;Chromosome Evolution;Phylogenetic Analysis;Gene Order Phylogeny;Genome Distance Estimation;Breakpoint Reuse;Duplication and Inversion
T13972;Business Law and Competitive Advantage;1402;Accounting;14;Business, Management and Accounting;2;Social Sciences;Legal Astuteness;Contract Visualization;Employment Discrimination;Corporate Social Responsibility;Ethical Implications;Leadership Orientation;Employee Motivation;Benefit Corporations;Legal Strategy;Process Simulation
T13587;Theory and Application of Q Methodology in Research;1803;Management Science and Operations Research;18;Decision Sciences;2;Social Sciences;Q Methodology;Subjectivity;Research Methods;Qualitative Research;Attitudes;Perspectives;Healthcare;Environmental Sustainability;Academic Performance;Mixed Methods
T14358;Barriers to Healthcare Access and Quality of Service;3600;General Health Professions;36;Health Professions;4;Health Sciences;Healthcare Access;Quality of Service;Barriers;Patient Satisfaction;Nursing Performance;Community Health Centers;National Health Insurance;Organizational Behavior;Social and Cultural Factors;Patient Experience
T13416;Sociology of Education and Curriculum Knowledge;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Sociology;Education;Curriculum;Knowledge;Pedagogy;Powerful Knowledge;Social Realism;Bernsteinian Analysis;Globalization;Class Disparities
T12736;Criminal Justice and Social Control Systems;3308;Law;33;Social Sciences;2;Social Sciences;Criminal Justice;Penal System;Social Control;Insecurity;Delinquency;Prison System;Crime Prevention;Victimology;Restorative Justice;Globalization
T13010;Role of Agriculture in Regional Economy Development;1100;General Agricultural and Biological Sciences;11;Agricultural and Biological Sciences;1;Life Sciences;Agriculture;Economic Development;Supply Chain Management;Sustainability;Agribusiness;Rural Economy;Strategic Management;Smallholder Farmers;Market Integration;Community Based Tourism
T14079;Mathematics Education in Higher Engineering and Science;2611;Modeling and Simulation;26;Mathematics;3;Physical Sciences;Mathematics Support;Engineering Students;Tertiary Mathematics;Numeracy Skills;STEM Education;Learning Support;Diagnostic Testing;University Transition;Student Engagement;Mathematical Literacy
T13959;Swearing and Taboo Language in Communication;3315;Communication;33;Social Sciences;2;Social Sciences;Swearing;Taboo Language;Pragmatics;Sociolinguistics;Euphemism;Perception;Gender Differences;Cultural Norms;Psycholinguistics;Language Use
T13216;Interdisciplinary Creative Research in Arts and Writing;1213;Visual Arts and Performing Arts;12;Arts and Humanities;2;Social Sciences;Creative Writing;Practice-Based Research;Artistic Practice;Screenwriting;Pedagogy;Poetry;Experiential Knowledge;Art and Design;Academic Legitimacy;Cultural Studies
T13628;Adaptation of Forage Production to Climate Change;1102;Agronomy and Crop Science;11;Agricultural and Biological Sciences;1;Life Sciences;Forage Production;Climate Change;Crop Adaptation;Genetic Improvement;Drought Tolerance;Soil Fertility;Plant Breeding;Sustainable Agriculture;Genetic Resources;Agroecosystem
T13299;Impact of Education Technology on Learning Outcomes;3304;Education;33;Social Sciences;2;Social Sciences;Education Technology;Teacher Training;Curriculum Development;Learning Environment;Student Engagement;Digital Learning Tools;21st Century Teaching Methods;Constructivist Learning Approach;E-Learning;Educational Reform
T14141;Transnational Social and Political Movements in the Colonial Era;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Transnationalism;Colonialism;Nationalism;Internationalism;Indian Freedom Movement;Maritime Labor;Anti-Imperialism;Diaspora;Global Radicalism;Postcolonial Societies
T13340;Palliative Care and End-of-Life Issues;2739;Public Health, Environmental and Occupational Health;27;Medicine;4;Health Sciences;Palliative Care;End-of-Life;Nursing;Bioethics;Communication;Grief;Terminal Illness;Spirituality;Euthanasia;Pediatric Oncology
T14296;Climate Change and Sustainable Development;2306;Global and Planetary Change;23;Environmental Science;3;Physical Sciences;Climate Change;Sustainable Development;Energy Policy;Environmental Policy;Water Resources;Carbon Footprint;Urban Planning;Renewable Energy;Flood Risk;Emissions Trading
T13045;Technological Development in Mineral Resource Sector;2210;Mechanical Engineering;22;Engineering;3;Physical Sciences;Digital Economy;Sustainable Development;Energy Efficiency;Carbon Sequestration;Hydrogen Initiatives;Lithium-Ion Batteries;Renewable Energy;Resource Efficiency;Circular Economy;Technological Innovation
T13808;Analysis of Structural Failures in Construction Industry;2205;Civil and Structural Engineering;22;Engineering;3;Physical Sciences;Building Failures;Structural Engineering;Construction Safety;Forensic Engineering;Scaffold Systems;Failure Analysis;Reinforcing Steel Bars;Construction Loads;Temporary Structures;Civil Engineering Education
T13714;Rural Landscapes in Medieval Iberia;1204;Archeology;12;Arts and Humanities;2;Social Sciences;Rural Landscapes;Medieval Architecture;Iberian Peninsula;Early Medieval Churches;Archaeology of Agriculture;Social Organization;Historical Landscape Formation;Hydraulic Systems;Peasant Villages;Commons and Environmental Regulation
T13149;Change Management and Organizational Transformation;1407;Organizational Behavior and Human Resource Management;14;Business, Management and Accounting;2;Social Sciences;Change Management;Organizational Change;Leadership;Models and Tools;Collective Impact;Digital Economy;Participatory Research;Strategic Planning;Knowledge Management;Agile Methods
T12987;Religion and Politics in Brazil and Latin America;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Religion;Politics;Brazil;Pentecostalism;Secularization;Conservatism;Gender Ideology;Public Sphere;Catholicism;Pluralism
T13301;Cultural Studies and Interdisciplinary Research;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Cultural Literacy;Psychological Explorations;American Culture;Theater;Bioethics;Genomics;Education;Literature;Art Theory;Philosophy
T13866;Prevalence of Musculoskeletal Disorders in Dentistry;3607;Medical Laboratory Technology;36;Health Professions;4;Health Sciences;Dentists;Occupational Health;Ergonomics;Work-related Pain;Prevalence;Risk Factors;Posture;Muscle Load;Dental Students;Prevention
T14082;Fuzzy Fractal Dimensions and Modeling in Granular Data;2607;Discrete Mathematics and Combinatorics;26;Mathematics;3;Physical Sciences;Fuzzy Fractal Dimensions;Granular Data;Fuzzy Clustering;Probabilistic Topic Models;Information Granularity;Ontology-Based Simulations;Agent-Based Modeling;Simulation Optimization Hybrids;Evolutionary Algorithms;Control Framework
T13863;Cultural History and Identity Formation;1202;History;12;Arts and Humanities;2;Social Sciences;Cultural History;Identity;Community;Nationalism;Gender;Colonialism;Art History;Literature;Ethnicity;Memory
T13654;Ecological Wisdom in Urban Planning and Design;2308;Management, Monitoring, Policy and Law;23;Environmental Science;3;Physical Sciences;Ecological Wisdom;Urban Planning;Landscape Urbanism;Socio-Ecological Practice;Sustainability;Ecosystem Services;Patrick Geddes;Ian McHarg;Dujiangyan Irrigation Scheme;COVID-19 Resilience
T13538;Language Studies and Linguistics Research;1203;Language and Linguistics;12;Arts and Humanities;2;Social Sciences;Qualitative Research;Linguistics;Language Education;Pragmatics;Discourse Analysis;Role Play Techniques;Language Acquisition;Politeness Strategies;Critical Discourse Analysis;Second Language Learning
T14043;Evolution and Impact of Social Medicine in Latin America;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Social Medicine;Latin America;Epidemiology;Public Health;Health Inequalities;Framingham Study;Clinical Diagnosis;Preventive Medicine;Health Education;Global Health
T14113;Economic Development and Sustainability in Post-Communist Countries;2002;Economics and Econometrics;20;Economics, Econometrics and Finance;2;Social Sciences;Economic Development;Sustainability;Post-Communist Countries;Agriculture;Globalization;Human Capital;Innovation;Trade Relations;Labor Market;Financial Crisis
T13032;Impact and Response to Covid-19 Pandemic in Indonesia;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Covid-19;Indonesia;Pandemic;Health Education;Social Distancing;Community Behavior;Traditional Medicine;Government Policy;Mental Health;Economic Impact
T13112;Nutrition and Health in Various Populations;2739;Public Health, Environmental and Occupational Health;27;Medicine;4;Health Sciences;Nutrition;Health;Dietary Supplements;Elderly;Public Health;Physical Activity;Obesity;Food Consumption;Chronic Diseases;Epidemiology
T14019;Sustainable Development and Information Technology;2308;Management, Monitoring, Policy and Law;23;Environmental Science;3;Physical Sciences;Sustainable Development;Information Technology;Regional Policy;Human Capital;Economic Security;Social Inequality;Knowledge Management;Environmental Sustainability;Digital Transformation;Population Welfare
T14093;Patterns and Outcomes of Healthcare Admissions and Policies;3605;Health Information Management;36;Health Professions;4;Health Sciences;Medical Admissions;Non-Communicable Diseases;Healthcare Policies;SME Development;Cardiovascular Disease;Public Health;Epidemiological Profile;Geriatric Patients;Rural Healthcare;Globalization
T13763;Legal and Social Transformations in Europe;3320;Political Science and International Relations;33;Social Sciences;2;Social Sciences;Legal History;Social Change;Religious Influence;Nordic Welfare States;Reformation;Ethical Theory;Constitutionalism;Cultural Encounter;Family Structures;European Minorities
T14173;Interactional Expertise in Knowledge and Practice;3207;Social Psychology;32;Psychology;2;Social Sciences;Interactional Expertise;Tacit Knowledge;Ethical Guidelines;Dementia Care;Social Science;Technical Decision-making;Embodiment;Lying in Healthcare;Phronesis;Pragmatism
T14158;Laser Technology and Applications;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Laser;Semiconductor;Imaging;Optical;Remote Sensing;Wavelet Transform;High Power;Spaceborne;Temperature Control;Quantum
T13870;Energy, Climate Change, and Environmental Impact Assessment;2105;Renewable Energy, Sustainability and the Environment;21;Energy;3;Physical Sciences;Renewable Energy;Climate Change;Environmental Impact Assessment;Sustainable Development;Ecosystem Approach;Energy Policy Analysis;Geographic Information Systems;Urban Planning;Biomass Energy;SMEs in Developing Economies
T13134;Drug Trafficking and Cultural Representation in Latin America;3316;Cultural Studies;33;Social Sciences;2;Social Sciences;Drug Trafficking;Cultural Representation;Latin American Literature;Narcoculture;Violence;Testimonio;Gender Studies;Neoliberalism;Urban Culture;Literary Criticism
T13589;Discourse Analysis and Social Change;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Discourse Analysis;Social Change;Communication;Rhetoric;Cultural Studies;Qualitative Research;Media;Identity;Community;Power
T13145;Evolution of Crime Fiction in Modern Literature;1208;Literature and Literary Theory;12;Arts and Humanities;2;Social Sciences;Sherlock Holmes;Detective Stories;Forensic Science;Criminality;Gothic Literature;Identity;Urban Geography;Racial Representation;Feminist Crime Fiction;Globalization
T13957;Impact of Corporate Governance on Business Performance;1408;Strategy and Management;14;Business, Management and Accounting;2;Social Sciences;Corporate Governance;Financial Performance;Earnings Management;Sustainability Reporting;Audit Quality;Leadership;Social Responsibility;Fraud Detection;Tax Planning;Firm Size
T14386;History and Impact of Books and Publishing;1202;History;12;Arts and Humanities;2;Social Sciences;Book History;Publishing Industry;Materiality of Texts;Historical Libraries;Cultural Transmission;Printed Books;Manuscript Studies;Bibliophilia;Book Trade;Intellectual History
T13118;Mental Health and Psychoanalysis Studies;3203;Clinical Psychology;32;Psychology;2;Social Sciences;Psychoanalysis;Mental Health;Depression;Emotions;Psychiatry;Adolescence;Social Discourse;Neuroscience;Cognitive Therapy;Epidemiology
T11543;Human Resource Management and Marketing Research;1407;Organizational Behavior and Human Resource Management;14;Business, Management and Accounting;2;Social Sciences;Human Resource Management;Marketing Research;Employee Performance;Consumer Behavior;Organizational Culture;Statistical Analysis;Multivariate Analysis;Customer Satisfaction;Structural Equation Modeling;Qualitative Research
T13760;Ecotourism and Sustainable Development in Latin America;2308;Management, Monitoring, Policy and Law;23;Environmental Science;3;Physical Sciences;Ecotourism;Sustainable Development;Environmental Education;Forest Genetic Diversity;Community Participation;Public Policies;Rural Tourism;Climate Change;Social Sustainability;Natural Resource Management
T11955;Conservation and Management of Satoyama Landscapes in Japan;2309;Nature and Landscape Conservation;23;Environmental Science;3;Physical Sciences;Satoyama;landscape conservation;traditional agriculture;biodiversity;community participation;ecosystem management;sustainability;cultural landscape;vegetation management;urban fringe
T13195;Medieval Iberian Studies and Literature;1205;Classics;12;Arts and Humanities;2;Social Sciences;Medieval;Iberian;Literature;History;Manuscripts;Cantigas de Santa Maria;Alfonso X;Epic Poetry;Cultural Exchange;Society
T12376;Organizational Change in the Digital Era;1407;Organizational Behavior and Human Resource Management;14;Business, Management and Accounting;2;Social Sciences;Organizational Change;Digital Transformation;Leadership;Agility;Socio-Technical Systems;Generation Management;Workplace Flexibility;Employee Engagement;Innovation Ecosystems;Employability Management
T13179;Lusophone Studies in Literature and Culture;1208;Literature and Literary Theory;12;Arts and Humanities;2;Social Sciences;Lusophone;Literature;Culture;Postcolonial;Identity;Brazil;Portuguese;Colonialism;Africa;History
T14136;Transition of Student Veterans to Higher Education;3304;Education;33;Social Sciences;2;Social Sciences;Student Veterans;Transition;Higher Education;Combat;Support Programs;Community College;PTSD;Academic Success;Military Service;Veteran-Friendly Campus
T14172;Intercultural Literature in Latin America;1208;Literature and Literary Theory;12;Arts and Humanities;2;Social Sciences;Interculturalism;Latin America;Poetry;Mapuche;Cultural Identity;Colonialism;Literary Discourse;Chilean Literature;Globalization;Indigenous Voices
T13534;Migration, Health, and Inequality in French Territories;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Migration;Healthcare Access;Discrimination;French Territories;Ethnicity;Social Inequality;Migrant Workers;Cultural Diversity;Public Health;Sociolinguistics
T14057;Primary Hypertrophic Osteoarthropathy and Related Conditions;2745;Rheumatology;27;Medicine;4;Health Sciences;Hypertrophic Osteoarthropathy;SLCO2A1 Mutations;Digital Clubbing;Prostaglandin Transporter;Pachydermoperiostosis;Vascular Endothelial Growth Factor;Small Intestinal Ulceration;Pathophysiology;Clinical Features;Treatment
T12687;Public Policy and Administration in Developing Nations;3320;Political Science and International Relations;33;Social Sciences;2;Social Sciences;Public Policy;Policy Implementation;Community Empowerment;Social Welfare;Government Reform;Service Quality;Local Governance;E-Government;Sustainable Development;Social Justice
T13934;Ethnopedological Knowledge and Sustainable Agriculture;1110;Plant Science;11;Agricultural and Biological Sciences;1;Life Sciences;Indigenous Knowledge;Soil Fertility;Local Soil Classification;Sustainable Development;Knowledge Management;Agricultural Practices;Farmers' Perception;Land Use;Ethnopedology;Traditional Farming Systems
T14065;Research on Synthetic Phosphoethanolamine and its Effects;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Phosphoethanolamine;Synthetic;Apoptosis;Cancer;Biofertilizers;Anticancer;Metabolic Syndrome;Alzheimer's Disease;Biopesticides;Nanoparticles
T13823;Interplay of Religion and Social Dynamics;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Religion;Social Dynamics;Theology;Liberation;Catholicism;Latin America;Ethics;Education;Philosophy;Sociology
T14348;Impact of Early Marriage in Society;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Early Marriage;Legal Implications;Social Impact;Gender Relations;Family Dynamics;Health Consequences;Religious Perspectives;Marriage Laws;Adolescent Psychology;Cultural Practices
T13822;Health and Nutrition of Indigenous Populations in Brazil;3600;General Health Professions;36;Health Professions;4;Health Sciences;Indigenous Populations;Health;Nutrition Transition;Amazonia;Socioeconomic Change;Demographic Turnaround;Metabolic Syndrome;Cardiovascular Risk Factors;Anthropometric Indices;Epidemiological Research
T14017;Legal Literacy in Education Law;3308;Law;33;Social Sciences;2;Social Sciences;Legal Literacy;Education Law;Higher Education;Student Rights;Teacher Knowledge;School Discipline;Privacy Rights;Special Education;Parental Notification;Student Speech Rights
T14228;Multidisciplinary Research in Science and Society;3300;General Social Sciences;33;Social Sciences;2;Social Sciences;Image Processing;Ritual;Social Capital;Religious Studies;Urban Development;Neural Networks;African Context;Globalization;Liturgical Research;Islamic Studies
T14391;Web-Based Global Education and Sustainability;3304;Education;33;Social Sciences;2;Social Sciences;Web-Based Education;Global Change;Sustainability Indicators;Multicultural Perspectives;Carbon Storage;Geographical Patterns;Environmental Systems;Remote Sensing;Climate Change;Ecosystem Dynamics
T12275;Gender Studies and Social Inequality;3318;Gender Studies;33;Social Sciences;2;Social Sciences;Gender;Sexuality;Feminism;Masculinity;Social Inequality;Queer Theory;Family Dynamics;Feminist Perspectives;Gender Identity;Sexism
T13692;Migration, Social Integration, and Public Policy Analysis;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Migration;Social Policy;Integration;Globalization;Welfare;Citizenship;Sociology;Economy;Territorial Development;Cultural Diversity
T13931;Philosophy of History and Cultural Formation;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Philosophy;History;Cultural Formation;Humanism;Bildung;Metaphysics;Ethics;Aesthetics;Sociology;Political Philosophy
T13181;Digital Transformation and Innovation Management;1405;Management of Technology and Innovation;14;Business, Management and Accounting;2;Social Sciences;Digital Transformation;Innovation Management;Quality Management;Information Technologies;Cyber-Physical Systems;Big Data;Sustainability;Neural Networks;Environmental Safety;Project Management
T12711;Intercultural Education in Europe and Spain;3316;Cultural Studies;33;Social Sciences;2;Social Sciences;Intercultural Education;Inmigración y mercado de trabajo;Diversidad cultural;Educación intercultural;Inmigración en España;Multiculturalism;Citizenship;Language Learning;Social Integration;Ethnic Minorities
T13510;Psychological and Marketing Implications of Nostalgia;3207;Social Psychology;32;Psychology;2;Social Sciences;Nostalgia;Memory;Emotion;Social Connectedness;Well-being;Advertising;Consumer Behavior;Identity;Existential Resource;Music
T14344;Pathogenesis and Treatment of Hiccups;2737;Physiology;27;Medicine;4;Health Sciences;Hiccups;Pharmacological Treatment;Pathogenesis;Neurological Disorders;Palliative Care;Gabapentin;Corticosteroid Therapy;Vagus Nerve Stimulation;Cardiac Arrhythmias;Dopamine Agonists
T13896;Healthcare Policy and System Reform;3600;General Health Professions;36;Health Professions;4;Health Sciences;NHS;healthcare;policy;reform;public health;primary care;patient care;government;medical training;hospital management
T14478;Medicinal Properties of Carica Papaya;2707;Complementary and alternative medicine;27;Medicine;4;Health Sciences;Carica Papaya;medicinal properties;anti-inflammatory;antioxidant;immunomodulatory effects;phytochemicals;cancer;wound healing;dengue fever;nutraceutical
T14231;Economic and Environmental Dynamics of New Zealand;2002;Economics and Econometrics;20;Economics, Econometrics and Finance;2;Social Sciences;New Zealand;economy;environmental policy;regional dynamics;income distribution;land use;climate change;agricultural emissions;housing market;labour productivity
T14236;Promoting and Assessing Value Creation in Communities of Practice;3311;Safety Research;33;Social Sciences;2;Social Sciences;Communities of Practice;Knowledge Sharing;E-Learning;Digital Technologies;Educational Innovation;Social Interaction;Teacher Training;Interdisciplinary Collaboration;Cultural Competence;Sustainability Education
T14216;Development of Multimedia Learning Systems;1710;Information Systems;17;Computer Science;3;Physical Sciences;Multimedia;Learning;System;Education;Android;Game;E-Learning;Augmented Reality;Web-Based;Sistem Informasi
T12902;Public Policy and Governance in Latin America;3320;Political Science and International Relations;33;Social Sciences;2;Social Sciences;Public Policy;Governance;Institutions;Social Participation;Economic Performance;Healthcare;Community Development;Inequality;Democracy;Latin America
T14011;Optimization of Elevator Traffic Control Systems;2207;Control and Systems Engineering;22;Engineering;3;Physical Sciences;Elevator;Traffic Control;Group Scheduling;Energy Efficiency;Simulation;Genetic Algorithm;Fuzzy Logic;Escalator Injuries;Supervisory Control;IoT Technology
T14502;Ultra High Voltage Transmission Technology in China;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;UHV Transmission;Power System Technology;HVDC Transmission;Reactive Power Optimization;Series Compensation;Electrochemical Electrode;Grid Integrated Control;Transformer Technology;Smart Grid Development;Nanoparticle Applications
T14315;Intersectionality in Feminist Theory and Social Justice;3318;Gender Studies;33;Social Sciences;2;Social Sciences;Intersectionality;Feminist Theory;Social Justice;Gender Equality;Race;Sexuality;Health;Education;Globalization;Human Rights
T13315;Occupational Health and Safety in Workplaces;3609;Occupational Therapy;36;Health Professions;4;Health Sciences;Occupational Health;Ergonomics;Workplace Safety;Teleworking;Health Promotion;Risk Assessment;Industrial Hygiene;Safety Management Systems;Musculoskeletal Disorders;Legislation
T14304;Weigh-in-Motion Technology;2210;Mechanical Engineering;22;Engineering;3;Physical Sciences;Weigh-in-Motion;Sensors;Dynamic Compensation;Vehicle Weight Enforcement;Axle Load Sensors;Traffic Monitoring Systems;Piezoelectric Sensors;Dynamic Weighing System;Intelligent Transport Systems;Highway Vehicles
T14314;Mimetic Theory and Violence in Religion and Culture;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Mimetic Theory;Violence;Religion;Sacrifice;Literature;Anthropology;Philosophy;Cultural Studies;Psychology;Evolution
T12911;Development and Application of Water Poverty Index;2312;Water Science and Technology;23;Environmental Science;3;Physical Sciences;Water Poverty Index;Carrying Capacity;Water Resources;Sustainability Assessment;Urban Development;Ecological Environment;System Dynamics Model;Regional Assessment;Resource Management;Environmental Capacity
T13607;Preprints in Scientific Communication;1802;Information Systems and Management;18;Decision Sciences;2;Social Sciences;Preprints;COVID-19;Science Communication;Peer Review;Research Dissemination;Scientific Publishing;Scholarly Communication;Open Access;Pandemic Response;Research Integrity
T13667;French Literature and Culture Studies;1208;Literature and Literary Theory;12;Arts and Humanities;2;Social Sciences;French Literature;Cultural Studies;Autobiography;Psychoanalysis;Colonial History;Feminism;Surrealism;Ethnography;Philosophy;Gender Studies
T13014;Peace Education and Human Rights;3312;Sociology and Political Science;33;Social Sciences;2;Social Sciences;Peace Education;Human Rights Education;Conflict Transformation;Social Justice;Critical Peace Education;Post-conflict Reconstruction;Ethnic Conflict;Global Citizenship;Teacher Training;Gender Equality
T13329;Literary Modernism and Cultural Critique;1208;Literature and Literary Theory;12;Arts and Humanities;2;Social Sciences;Joseph Conrad;Literary Modernism;Cultural Critique;Colonialism;Narrative Analysis;Imperialism;Psychological Wounds;Evolution of Stories;Gender Representation;Postcolonial Criticism
T13088;Labor Relations and Digital Economy;1410;Industrial relations;14;Business, Management and Accounting;2;Social Sciences;Labor Relations;Digital Economy;Platform Work;Collective Bargaining;Worker Rights;Gig Economy;Remote Monitoring;Social Policy;Geopolitics;European Union
T13987;Development of Early Childhood Education;3304;Education;33;Social Sciences;2;Social Sciences;Traditional Games;Character Building;Motor Skills Development;Inclusive Education;Social Skills;Cultural Values;Parental Involvement;Physical Fitness;Multicultural Education;Emotional Intelligence
T14405;Sustainable Agricultural Development and Resource Management;1100;General Agricultural and Biological Sciences;11;Agricultural and Biological Sciences;1;Life Sciences;Agriculture;Water Management;Resource Sustainability;Food Security;Rural Livelihoods;Fisheries;Watershed Management;Smallholder Farming;Technology Adoption;Environmental Impact
T12949;Postcolonial Thought and Historical Difference in India;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Partition of India;Dalit Politics;Sikh Identity;Postcolonial Trauma;Caste System;Indian History;Religious Minorities;Gender and Memory;Nationalism in India;Refugee Identity
T14370;Trends in Economic Development and Policy Analysis;2002;Economics and Econometrics;20;Economics, Econometrics and Finance;2;Social Sciences;Economic Growth;Innovation;Globalization;Trade;Financial Performance;Labor Market;Fiscal Policy;Social Impact;Regional Cooperation;Sustainability
T14452;Environmental Policy and Management in Mexico;2308;Management, Monitoring, Policy and Law;23;Environmental Science;3;Physical Sciences;Environmental Policy;Water Management;Sustainability;Biodiversity Conservation;Community Participation;Climate Change;Resource Governance;Urban Development;Cultural Heritage;Public Health
T13264;Walter Benjamin's Cultural and Philosophical Influence;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Walter Benjamin;Cultural History;Urban Culture;Media Theory;Philosophy of History;Postcolonial Theory;Visual Culture;Messianism;Literary Theory;Aesthetics
T13488;Physical Activity and Sports Research;3319;Life-span and Life-course Studies;33;Social Sciences;2;Social Sciences;Physical Activity;Sports;Health;Education;Gender;Adolescents;Social Factors;Quality of Life;Professional Management;Sociocultural Impact
T13781;Diversity and Distribution of Cerambycidae Beetles;1105;Ecology, Evolution, Behavior and Systematics;11;Agricultural and Biological Sciences;1;Life Sciences;Cerambycidae;Coleoptera;Neotropical Region;Taxonomy;Biodiversity;Host Plants;Distribution;New Species;Faunal Study;Conservation
T13906;Impact of Economic Policies on Social Disparities;3311;Safety Research;33;Social Sciences;2;Social Sciences;Economic Inequality;Social Justice;Globalization;Poverty;Market Failures;Sustainability;Public Policy;Wealth Distribution;Community Well-being;Labor Markets
